"source_name","platform_product_name","normalized_name","source_name_en","gender_scope","style_no","brand_name","category_name","attributes"
무신사,솔리드 CP 커브드 치노 팬츠 (7 colors),솔리드 cp 커브드 치노 팬츠 (7 colors),솔리드 CP 커브드 치노 팬츠 (7 colors),"M,W",MMFPC3A15,골든베어,롱/맥시 원피스,"{""tags"": [""26FW"", ""남자데님"", ""데님시리즈"", ""배럴팬츠"", ""와이드팬츠"", ""이도현PICK"", ""이도현픽"", ""커브드팬츠""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""루즈""], ""계절"": [""봄"", ""여름"", ""가을"", ""겨울""], ""두께"": [""약간 두꺼움""], ""비침"": [""없음""], ""촉감"": [""약간 뻣뻣함""], ""신축성"": [""없음""]}}"
무신사,Deep One Tuck Sweat Pants [Grey],deep one tuck sweat pants [grey],Deep One Tuck Sweat Pants [Grey],"M,W","2020F11",더블유엠씨,미니 스커트,"{""tags"": [""딥원턱스웨트팬츠"", ""스웨트컬렉션"", ""스웨트팬츠"", ""스웻팬츠"", ""오버핏"", ""와이드팬츠"", ""원턱"", ""트레이닝팬츠""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""약간 부드러움""], ""신축성"": [""있음""]}}"
무신사,더블 니트 커브드 스웨트 팬츠 (4 colors),더블 니트 커브드 스웨트 팬츠 (4 colors),더블 니트 커브드 스웨트 팬츠 (4 colors),M,MMFPK8B70,골든베어,미니 스커트,"{""tags"": [""스웨트팬츠"", ""스웻바지"", ""스웻팬츠"", ""커브드팬츠"", ""트레이닝""], ""season"": null, ""season_year"": null, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""겨울""], ""두께"": [""약간 두꺼움""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""없음""]}}"
무신사,에브리데이 버뮤다 데님 쇼츠 [블랙],에브리데이 버뮤다 데님 쇼츠 [블랙],Everyday Bermuda Denim Shorts [Black],M,L24FWHP00101,그래프플랫폼,피케/카라 티셔츠,"{""tags"": [""남자바지"", ""바지"", ""버뮤다팬츠"", ""숏팬츠"", ""팬츠"", ""하프팬츠""], ""season"": ""1"", ""season_year"": 0, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""여름"", ""가을""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,TX203 세미플레어 데님 (블랙),tx203 세미플레어 데님 (블랙),Semi frare denim (black),M,TX203,더블힙스,긴소매 티셔츠,"{""tags"": [""데님"", ""데님팬츠"", ""바지"", ""세미플레어"", ""세미플레어핏"", ""청바지"", ""플레어"", ""플레어진""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""스키니"", ""슬림"", ""레귤러""], ""계절"": [""봄"", ""여름"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""거의 없음""]}}"
무신사,사이드 지퍼 워시드 카고 팬츠 [네이비],사이드 지퍼 워시드 카고 팬츠 [네이비],Side Zip Garment Dyed Cargo Pants [Navy],M,L26SPPA022NA,그래프플랫폼,긴소매 티셔츠,"{""tags"": [""데님"", ""데님바지"", ""데님팬츠"", ""바지"", ""워싱데님"", ""청바지"", ""팬츠""], ""season"": ""1"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,[10주년기획] © 모두의 에센셜 데님 팬츠_(커브드 핏) 4 COLOR,[10주년기획] © 모두의 에센셜 데님 팬츠_(커브드 핏) 4 color,© EVERYONES ESSENTIAL DENIM PANTS_(CURVED FIT) 4 COLOR,"M,W",ABF7DP01,구찌,긴소매 티셔츠,"{""tags"": [""빈티지"", ""오버핏"", ""와이드"", ""워싱"", ""청바지"", ""캐주얼"", ""코튼""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,투턱 와이드 롱 스웨트 팬츠 [블랙],투턱 와이드 롱 스웨트 팬츠 [블랙],,"M,W",BUDR_TWLSP24B,더티스,미니 스커트,"{""tags"": [""스웨트팬츠"", ""스웻팬츠"", ""와이드팬츠"", ""통바지"", ""투턱팬츠"", ""트레이닝바지"", ""트레이닝팬츠""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄"", ""여름"", ""가을"", ""겨울""], ""두께"": [""약간 두꺼움""], ""비침"": [""없음""], ""촉감"": [""부드러움""], ""신축성"": [""보통""]}}"
무신사,EASY WIDE CHINO PANTS [GRAPHITE],easy wide chino pants [graphite],EASY WIDE CHINO PANTS [GRAPHITE],M,BR26PT36GP,그라미치,롱/맥시 원피스,"{""tags"": [""26FW컬렉션"", ""데일리팬츠"", ""바지"", ""와이드치노팬츠"", ""와이드팬츠"", ""이지와이드치노팬츠"", ""치노팬츠""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""핏"": [""루즈""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,와이드 치노 팬츠 [베이지],와이드 치노 팬츠 [베이지],WIDE CHINO PANTS [BEIGE],M,MM0PC9Z04-BE,골든베어,롱/맥시 원피스,"{""tags"": [""레귤러핏"", ""면바지"", ""와이드"", ""치노팬츠"", ""캐주얼팬츠"", ""팬츠장바구니쿠폰""], ""season"": ""2"", ""season_year"": null, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄"", ""가을""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""없음""]}}"
무신사,[쿨탠다드] 쿨링 와이드 밴딩 팬츠 [블랙],[쿨탠다드] 쿨링 와이드 밴딩 팬츠 [블랙],COOLTANDARD COOLING WIDE BANDING PANTS [BLACK],M,MMBPC5Z03-BK,골든베어,미니 스커트,"{""tags"": [""고프코어"", ""나일론"", ""라운지웨어"", ""밴딩팬츠"", ""이지웨어"", ""쿨링"", ""쿨아이템"", ""쿨탠다드"", ""트레이닝복""], ""season"": ""1"", ""season_year"": 2022, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""여름""], ""두께"": [""약간 얇음""], ""비침"": [""없음""], ""촉감"": [""약간 부드러움""], ""신축성"": [""있음""]}}"
무신사,투턱 와이드 치노 코튼 팬츠 4Color,투턱 와이드 치노 코튼 팬츠 4color,Two tuck wide chino cotton pants 4 colors,"M,W",MUN114,그라운즈스웻,롱/맥시 원피스,"{""tags"": [""면바지"", ""바지"", ""와이드팬츠"", ""캐주얼팬츠"", ""코튼팬츠"", ""팬츠"", ""화이트팬츠""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {""계절"": [""봄"", ""여름"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""부드러움""], ""신축성"": [""없음""]}}"
무신사,자이언트핏 매쉬 와이드 팬츠,자이언트핏 매쉬 와이드 팬츠,Giant Fit Mesh Wide Pants,M,H241MLGPT820BK,더티아이디어,민소매/슬리브리스,"{""tags"": [""BESTITEM"", ""스포츠"", ""운동복"", ""자이언트핏"", ""트레이닝"", ""팬츠"", ""헬스복""], ""season"": ""1"", ""season_year"": 2024, ""source_attributes"": {}}"
무신사,[UNISEX] 와이드 스트링 하이킹팬츠  - 블랙,[unisex] 와이드 스트링 하이킹팬츠 - 블랙,,M,hikingpants-black,나우앤투모로우,민소매/슬리브리스,"{""tags"": [""고프코어"", ""나일론팬츠"", ""등산바지"", ""등산복"", ""와이드팬츠"", ""조거팬츠"", ""파라슈트팬츠""], ""season"": ""2"", ""season_year"": 2025, ""source_attributes"": {""핏"": [""루즈"", ""오버 사이즈""], ""계절"": [""봄"", ""여름"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""부드러움"", ""약간 부드러움""], ""신축성"": [""없음"", ""거의 없음""]}}"
무신사,NJ3NS56J 화이트라벨 벤투스 온 자켓 BLACK,nj3ns56j 화이트라벨 벤투스 온 자켓 black,NJ3NS56J 화이트라벨 벤투스 온 자켓 BLACK,M,NJ3NS56J,나이엔,원피스·스커트,"{""tags"": [""경량자켓"", ""경량패딩"", ""무신사단독"", ""아우터"", ""자켓"", ""패딩"", ""패딩점퍼"", ""화이트라벨""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,와플 클래식 트랙탑 - 블랙 / KQ6863,와플 클래식 트랙탑 - 블랙 / kq6863,WAFFLE CL TT        BLACK,"M,W",KQ6863,고저,하의,"{""tags"": [""무배당발"", ""무신사단독"", ""봄아우터"", ""아디다스트랙탑"", ""아우터"", ""와플"", ""와플컬렉션"", ""저지"", ""져지"", ""트랙탑""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,NJ3NS56K 벤투스 온 자켓 SILVER,nj3ns56k 벤투스 온 자켓 silver,,M,NJ3NS56K,나이엔,원피스·스커트,"{""tags"": [""26FW신상"", ""NJ3NS56K"", ""SILVER"", ""벤투스"", ""온"", ""자켓""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[DIVEIN X 무민서] GRAPHIC VINTAGE CROP HOOD ZIP-UP (BLUE),[divein x 무민서] graphic vintage crop hood zip-up (blue),[DIVEIN X MOOMINSEO] GRAPHIC VINTAGE CROP HOOD ZIP-UP (BLUE),M,D26F-SH15BL,구아브,신발,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,Enter Wide Cargo Cotton Pants - 8COL,enter wide cargo cotton pants - 8col,,M,AV43PT02,더퍼스트플로어,롱/맥시 원피스,"{""tags"": [""긴바지"", ""바지"", ""밴딩팬츠"", ""와이드팬츠"", ""카고팬츠"", ""코튼팬츠"", ""팬츠""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""여름"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""약간 있음""]}}"
무신사,[DIVEIN X 무민서] GRAPHIC VINTAGE CROP HOOD ZIP-UP (NAVY),[divein x 무민서] graphic vintage crop hood zip-up (navy),[DIVEIN X MOOMINSEO] GRAPHIC VINTAGE CROP HOOD ZIP-UP (NAVY),M,D26F-SH15NV,구아브,신발,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,아치 로고 루즈핏 아플리케 다잉 후드 집업 Charcoal,아치 로고 루즈핏 아플리케 다잉 후드 집업 charcoal,,"M,W",CHFTJ9A32CC,낫소,신발,"{""tags"": [""26FW"", ""다잉"", ""아치로고"", ""집업"", ""후드"", ""후드집업""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,벌룬핏 비조 스냅 와이드 카모팬츠,벌룬핏 비조 스냅 와이드 카모팬츠,Balloon Fit Vizo Snap Wide Camo Pants,M,GCEG2309,더핀스,롱/맥시 원피스,"{""tags"": [""긴바지"", ""데일리"", ""바지"", ""와이드팬츠"", ""캐주얼팬츠"", ""코튼팬츠"", ""팬츠""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""없음""]}}"
무신사,C.L WAFFLE JERSEY - CHARCOAL,c.l waffle jersey - charcoal,C.L WAFFLE JERSEY - CHARCOAL,"M,W",NMWF62TT01CHA,더히어,하의,"{""tags"": [""아디다스져지"", ""져지"", ""져지자켓"", ""트랙탑"", ""트레이닝"", ""트레이닝자켓""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[DIVEIN X 무민서] VINTAGE CROP HOOD ZIP-UP (BLUE),[divein x 무민서] vintage crop hood zip-up (blue),[DIVEIN X MOOMINSEO] VINTAGE CROP HOOD ZIP-UP (BLUE),M,D26F-SH70BL,구아브,신발,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,파이어버드 우븐 트랙탑 - 블랙 / KE1366,파이어버드 우븐 트랙탑 - 블랙 / ke1366,FIREBIRD WVN TT     BLACK,M,KE1366,고저,하의,"{""tags"": [""무배당발"", ""바람막이"", ""봄아우터"", ""우븐트랙탑"", ""저지"", ""져지"", ""트랙탑"", ""파이어버드""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,퍼스트 카모 샤크 풀 집 후드(M) GREEN,퍼스트 카모 샤크 풀 집 후드(m) green,First Camo Shark Full Zip Hoodie (M) GREEN,"M,W","001ZPM301007GRN",꼼마꼼마,신발,"{""tags"": [], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,세륨 후디 남성 - SEA SALT / AJQSM10521,세륨 후디 남성 - sea salt / ajqsm10521,CERIUM HOODY M - SEA SALT / AJQSM10521,"M,W",AJQSM10521SLQ,나인밧,원피스·스커트,"{""tags"": [""26SS신상품"", ""경량다운"", ""경량패딩"", ""숏패딩"", ""아크테릭스경량다운"", ""아크테릭스경량패딩"", ""아크테릭스세륨"", ""아크테릭스세륨후디"", ""패딩""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[시티 레저] 후디드 라이트 다운 재킷 [피스타치오],[시티 레저] 후디드 라이트 다운 재킷 [피스타치오],CITY LEISURE HOODED LIGHT DOWN JACKET [PISTACHIO],M,MMDDJAZ01-PS,골든베어,원피스·스커트,"{""tags"": [""경량패딩재입고"", ""덕다운"", ""러닝"", ""방한"", ""보온"", ""시티레저"", ""재입고"", ""츠통령PICK"", ""캐주얼패딩"", ""패딩""], ""season"": ""2"", ""season_year"": 2025, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""없음""]}}"
무신사,NJ3NS56O 벤투스 온 자켓 REAL BLACK,nj3ns56o 벤투스 온 자켓 real black,,M,NJ3NS56O,나이엔,원피스·스커트,"{""tags"": [""26FW신상"", ""BLACK"", ""NJ3NS56O"", ""REAL"", ""벤투스"", ""온"", ""자켓""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,릴렉스드 베이식 블레이저 [블랙],릴렉스드 베이식 블레이저 [블랙],RELAXED BASIC BLAZER [BLACK],M,MMJJK0Z02-BK,골든베어,로퍼,"{""tags"": [""남성정장"", ""남자아우터"", ""남자자켓"", ""남자재킷"", ""봄아우터"", ""블레이저컬렉션"", ""셋업"", ""수트"", ""이도현PICK"", ""이도현픽""], ""season"": ""2"", ""season_year"": null, ""source_attributes"": {""핏"": [""루즈""], ""계절"": [""봄"", ""가을""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""있음""]}}"
무신사,NJ3NS53K 웨이브 라이트 온볼 패딩 자켓 ICE_GRAY,nj3ns53k 웨이브 라이트 온볼 패딩 자켓 ice_gray,,M,NJ3NS53K,나이엔,힐/펌프스,"{""tags"": [""26FW신상"", ""ICE_GRAY"", ""LT"", ""NJ3NS53K"", ""온"", ""웨이브"", ""자켓"", ""화이트라벨""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[Office] 컴포트 수트 셋업_ 2 COLOR,[office] 컴포트 수트 셋업_ 2 color,[OFFICE] COMFORT SUIT SET-UP_2 COLOR,"M,W",ABF7JK01 ABF7PL02,구찌,로퍼,"{""tags"": [""비즈니스"", ""셋업"", ""슬랙스"", ""오피스룩"", ""자켓"", ""정장"", ""하객룩""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""가을""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,WASHED VINTAGE FIELD JACKET (BLACK),washed vintage field jacket (black),WASHED VINTAGE FIELD JACKET (BLACK),M,D26F-JK81BK,구아브,기타 원피스·스커트,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,와플 클래식 트랙탑 - 원더화이트 / KQ6864,와플 클래식 트랙탑 - 원더화이트 / kq6864,WAFFLE CL TT        WONWHI,"M,W",KQ6864,고저,하의,"{""tags"": [""무배당발"", ""무신사단독"", ""봄아우터"", ""아디다스트랙탑"", ""아우터"", ""와플"", ""와플컬렉션"", ""저지"", ""져지"", ""트랙탑""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[크롭선택] ASI 포시즌 에센셜 후드 집업_피그먼트 차콜,[크롭선택] asi 포시즌 에센셜 후드 집업_피그먼트 차콜,(ASI) FOUR-SEASON ESSENTIAL PIGMENT HOODED ZIP-UP_CHACOAL GRAY,"M,W",ABD1TH01CH,구찌,신발,"{""tags"": [""스웨트"", ""오버핏"", ""워싱"", ""이지웨어"", ""투웨이"", ""트레이닝"", ""후드티""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,EMBROIDERED TRIBAL TRACK TOP - BLACK,embroidered tribal track top - black,EMBROIDERED TRIBAL TRACK TOP - BLACK,"M,W",NMWF62TT03BLK,더히어,하의,"{""tags"": [""아디다스져지"", ""져지"", ""져지자켓"", ""트랙탑"", ""트레이닝"", ""트레이닝자켓""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,US Army 1st Tanker Jacket,us army 1st tanker jacket,US Army 1st Tanker Jacket,"M,W",B-OUTER-0009,더콜디스트모먼트,기타,"{""tags"": [""MA1점퍼"", ""밀리터리"", ""블루종"", ""워크웨어"", ""탱커자켓""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""가을""], ""비침"": [""없음""], ""신축성"": [""없음""]}}"
무신사,[MUT lab] 아카이브 집업 후디 멜란지 그레이,[mut lab] 아카이브 집업 후디 멜란지 그레이,[MUT lab] 아카이브 집업 후디 멜란지 그레이,"M,W",DC26FC003MG,겐조,신발,"{""tags"": [""X멋랩"", ""후드집업""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,[DIVEIN X 무민서] VINTAGE CROP HOOD ZIP-UP (NAVY),[divein x 무민서] vintage crop hood zip-up (navy),[DIVEIN X MOOMINSEO] VINTAGE CROP HOOD ZIP-UP (NAVY),M,D26F-SH70NV,구아브,신발,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,베라 와플 트랙 집업 [차콜],베라 와플 트랙 집업 [차콜],VERA Waffle Track Zip Up [Charcoal],M,ALL,더씽인데어데어,신발,"{""tags"": [""집업"", ""크롭자켓"", ""크롭티"", ""하이넥"", ""하이넥집업"", ""후드집업"", ""후디""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""가을""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,러닝 메쉬 바람막이 블랙(SQ321RWB84),러닝 메쉬 바람막이 블랙(sq321rwb84),러닝 메쉬 바람막이 블랙(SQ321RWB84),"M,W",SQ321RWB84_BLK0,덕다이브,부츠/워커,"{""tags"": [""간절기아우터"", ""러닝""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,NJ3LS03A 남성 에어시프트 자켓 BLACK,nj3ls03a 남성 에어시프트 자켓 black,M S AIRSHIFT JACKET,M,NJ3LS03A,나이엔,스포츠화,"{""tags"": [""경량자켓"", ""바람막이"", ""바람막이자켓"", ""자켓""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,어반 크롭 왁스 자켓 - 블랙,어반 크롭 왁스 자켓 - 블랙,URBAN CROPPED WAX JACKET - BLACK,M,LDS202602BK,데꼬로소,스니커즈,"{""tags"": [""가죽점퍼"", ""간절기아우터"", ""간절기자켓"", ""레더자켓"", ""봄아우터"", ""아우터"", ""자켓""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""가을""], ""두께"": [""약간 얇음"", ""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,WASHED VINTAGE FIELD JACKET (KHAKI),washed vintage field jacket (khaki),WASHED VINTAGE FIELD JACKET (KHAKI),M,D26F-JK81KK,구아브,기타 원피스·스커트,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[DIVEIN X 무민서] GRAPHIC VINTAGE CROP HOOD ZIP-UP (BLACK),[divein x 무민서] graphic vintage crop hood zip-up (black),[DIVEIN X MOOMINSEO] GRAPHIC VINTAGE CROP HOOD ZIP-UP (BLACK),M,D26F-SH15BK,구아브,신발,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,미드 웨일 코듀로이 집업 자켓 (워시드블랙),미드 웨일 코듀로이 집업 자켓 (워시드블랙),Mid WEIL Corduroy Zip-Up Jacket (Washed Black),M,CXG4JP44V-WBL,데몬스트레이트,기타,"{""tags"": [""26FW2차"", ""26FW아우터""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,슬림핏 라이트 후드 집업 [네이비],슬림핏 라이트 후드 집업 [네이비],Slim Fit Hooded Zip-Up [Navy],M,L26SPOU00103,그래프플랫폼,신발,"{""tags"": [""간절기아우터"", ""바람막이"", ""집업후드"", ""후드"", ""후드집업"", ""후드티"", ""후디""], ""season"": ""1"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,[DIVEIN X 무민서] GRAPHIC VINTAGE CROP HOOD ZIP-UP (MELANGE GRAY),[divein x 무민서] graphic vintage crop hood zip-up (melange gray),[DIVEIN X MOOMINSEO] GRAPHIC VINTAGE CROP HOOD ZIP-UP (MELANGE GRAY),M,D26F-SH15MG,구아브,신발,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,스쿼미시 후디 남성 - BLACK / AJQSM10276,스쿼미시 후디 남성 - black / ajqsm10276,SQUAMISH HOODY M - BLACK / AJQSM10276,"M,W",AJQSM10276BLK,나인밧,부츠/워커,"{""tags"": [""26SS신상품"", ""바람막이"", ""아크테릭스바람막이"", ""아크테릭스스쿼미시"", ""아크테릭스스쿼미시후디""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,핸드라이팅 로고 컴포트 가디건 - 블랙 / OM00505KT1126P199,핸드라이팅 로고 컴포트 가디건 - 블랙 / om00505kt1126p199,,M,OM00505KT1126P199SS25,데베시용,데님 스커트,"{""tags"": [""무신사부티크"", ""컨템포러리""], ""season"": ""1"", ""season_year"": 2025, ""source_attributes"": {}}"
무신사,CHROME B TRACK LINE JERSEY SET UP [BLACK],chrome b track line jersey set up [black],CHROME B TRACK LINE JERSEY SET UP [BLACK],"M,W",BH3MXX22XBK,굿뉴스,스포츠화,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,SELVEDGE DENIM 1ST JACKET_INDIGO,selvedge denim 1st jacket_indigo,,M,OS00ALJK05ID,더조히,점프수트/오버올,"{""tags"": [""25S/S"", ""26FW"", ""데님"", ""데님셋업"", ""데님자켓"", ""멋랩"", ""셀비지데님"", ""트러커"", ""트러커자켓""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,SELVEDGE DENIM 2ND JACKET_INDIGO,selvedge denim 2nd jacket_indigo,셀비지 데님 2ND 자켓_인디고,"M,W",OS00ALJK03ID,더조히,점프수트/오버올,"{""tags"": [""26FW"", ""데님"", ""데님자켓"", ""봄자켓"", ""셀비지데님"", ""아우터"", ""청자켓"", ""캐리오버"", ""호수PICK""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,"2WAY 비건 스웨이드 블루종 자켓 3Color","2way 비건 스웨이드 블루종 자켓 3color","2WAY Vegan Suede Blouson Jacket 3 Colors","M,W",MUN084,그라운즈스웻,기타,"{""tags"": [""가을아우터"", ""남자블루종"", ""블루종"", ""블루종자켓"", ""스웨이드블루종"", ""아우터""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""부드러움""], ""신축성"": [""거의 없음""]}}"
무신사,[0159] 롱 지퍼 봄버 자켓 - 블랙,[0159] 롱 지퍼 봄버 자켓 - 블랙,[0159] Long Zip-Up Bomber Jacket - Black,M,"0159",데비어퍼,기타,"{""tags"": [""MA1"", ""가을점퍼"", ""봄버"", ""아우터"", ""자켓"", ""항공점퍼""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[10주년기획] © 모두의 Comfortemp® 미드웨이트 패딩_4 COLOR,[10주년기획] © 모두의 comfortemp® 미드웨이트 패딩_4 color,EVERYONES COMFORTEMP MIDWEIGHT PADDED JACKET_(FIBERBALL) 4 COLOR,"M,W",VBF7HH02,구찌,원피스·스커트,"{""tags"": [""겨울아우터"", ""경량패딩"", ""숏패딩"", ""아우터"", ""오버핏"", ""점퍼"", ""헤비아우터""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""루즈""], ""계절"": [""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""보통""]}}"
무신사,[우연 X ESFAI] VTG CROPPED ZIP-UP HOODIE (NAVY),[우연 x esfai] vtg cropped zip-up hoodie (navy),[우연 X ESFAI] VTG CROPPED ZIP-UP HOODIE (NAVY),M,E60HD01NAV,데스포르치,신발,"{""tags"": [""간절기아우터"", ""오버핏"", ""오버핏후드집업"", ""우연X에스파이"", ""집업"", ""집업후드"", ""후드집업""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""루즈"", ""오버 사이즈""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통"", ""약간 두꺼움""], ""비침"": [""없음""], ""촉감"": [""부드러움"", ""약간 부드러움""], ""신축성"": [""없음"", ""거의 없음""]}}"
무신사,[시티 레저] 그리드 폴라 플리스 바라클라바 후디드 집업 [블랙],[시티 레저] 그리드 폴라 플리스 바라클라바 후디드 집업 [블랙],CITY LEISURE GRID POLAR FLEECE BALACLAVA HOODED ZIP-UP [BLACK],M,MMEJJ9C05-BK,골든베어,신발,"{""tags"": [""겨울아우터"", ""뽀글이재킷"", ""시티레저"", ""시티레저컬렉션"", ""플리스"", ""플리스재킷""], ""season"": ""2"", ""season_year"": 2025, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""약간 부드러움""], ""신축성"": [""있음""]}}"
무신사,프리미엄 램스킨 베지터블 스탠드카라 자켓,프리미엄 램스킨 베지터블 스탠드카라 자켓,premium Lambskin vegetable stand collar jacket,M,DF22SS105,데비웨어,스니커즈,"{""tags"": [""가죽자켓"", ""라이더"", ""램스킨"", ""레더자켓"", ""레더트렌드"", ""베지터블"", ""양가죽"", ""프리미엄레더""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
